Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,module,library
gs_ind_0,Monoatomic Anion Transmembrane Transport (GO:0098656),4/49,0.007910974635199948,0.09404448351377882,6.105562478758355,29.547895804038173,SLC12A6;CLCN1;ANO5;GABRA3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Monoatomic Anion Transport (GO:0006820),2/49,0.18680996213273707,0.4760757504779168,3.2221504681950273,5.405683987548253,CLCN1;ANO5,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Monoatomic Cation Homeostasis (GO:0055080),2/75,0.3413912564070507,0.5689142424206999,2.078725150591934,2.23406013237373,SLC12A6;SELENON,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Monoatomic Cation Transmembrane Transport (GO:0098655),6/240,0.19191849655184118,0.47862105639271463,1.7036247334754797,2.812146931491408,ORAI1;CACNA1S;SLC6A6;SLC12A6;TRPV4;SCN4A,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Monoatomic Cation Transport (GO:0006812),1/38,0.46113401699589546,0.638956938582548,2.440488798370672,1.8891007906293245,CHRNB1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Monoatomic Ion Transport (GO:0006811),6/98,0.005057720744301882,0.06553268756916444,4.360409057706355,23.052782157655308,CHRNA2;CHRNB4;CHRNB1;SLC12A6;CHRNA3;CHRNB2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Monocarboxylic Acid Transport (GO:0015718),1/59,0.6173528297156592,0.733899812521793,1.5622225703692099,0.7534827093496321,SLC10A4,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Monocyte Activation (GO:0042117),1/5,0.07805066037014591,0.39528131285768897,20.382213170400544,51.98273881250738,DYSF,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Morphogenesis Of An Epithelium (GO:0002009),1/28,0.36582490292901465,0.5831193941424895,3.3301610812812443,3.3488115396932874,VCL,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Multicellular Organismal-Level Water Homeostasis (GO:0050891),1/19,0.26578247380740616,0.5122353131560918,4.953211867672152,6.563387480572783,TRPV4,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Multivesicular Body Sorting Pathway (GO:0071985),1/23,0.3120516393824864,0.545233084195773,4.071554650373388,4.74167796267216,UVRAG,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Muscle Cell Development (GO:0055001),11/30,6.367831999382625e-13,8.0998823032147e-11,37.554521204202736,1054.6191012356244,ACTN3;CAV3;DMD;TTN;CHRNB1;MEGF10;BIN1;MYH6;TCAP;ALPK3;ACTN2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Muscle Cell Differentiation (GO:0042692),5/32,0.0001474287903106501,0.0035382909674556025,12.412836438923396,109.50809461203411,ACTN3;DMD;CHRNB1;MEGF10;ACTN2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Muscle Cell Fate Commitment (GO:0042693),1/9,0.13609834365908835,0.44162523758765404,10.787708158619864,21.514762853450392,MYL2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Muscle Cell Migration (GO:0014812),2/8,0.006796503210927413,0.08266306984378838,23.610980022022968,117.85059507326059,THBS4;MEGF10,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Muscle Contraction (GO:0006936),27/88,1.32071154641975e-27,5.599816956819741e-25,30.464562846084043,1885.5013564018595,CHRNE;TPM1;DES;SCN4A;MYH4;CHRNB2;CRYAB;MYH7;CHRND;KLHL41;CACNA1S;MYH2;MYOT;RYR1;SGCA;LMOD2;CHRNB1;TPM3;CLCN1;TPM2;SNTB1;TNNT2;MYOM2;TTN;MYH6;LMOD3;MYH8,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Muscle Filament Sliding (GO:0030049),6/10,3.2847383789112332e-09,2.4577571870441695e-07,90.15915915915916,1761.1671062828893,TNNT2;MYH7;MYH6;TPM1;MYH8;MYH4,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Muscle Organ Development (GO:0007517),16/53,1.1125546983914627e-16,2.0216708233627724e-14,28.59236442516269,1050.332003416375,SGCA;KY;CAV3;ITGA7;CAPN3;FHL1;DMD;SGCD;COL6A3;SGCG;TRIM72;MYH6;MSTN;NEB;LAMA2;DES,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Muscle Tissue Development (GO:0060537),5/35,0.00022848953042431297,0.0053821978277727054,11.189661609476293,93.81434860013793,MYOZ1;CSRP3;DMD;CSRP2;MYOZ2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Muscle Tissue Morphogenesis (GO:0060415),3/15,0.0016310921422266731,0.027447644575543183,17.252484599589323,110.73516664631212,ANKRD1;TTN;TCAP,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Myelin Assembly (GO:0032288),2/9,0.008645936972956687,0.096470454645622,20.461486025903202,97.20568152231179,PMP22;CNTNAP1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Myelination (GO:0042552),5/43,0.000610116684182535,0.012936913060873486,8.85980479148181,65.57903764901693,PMP22;SBF2;MPZ;CNTNAP1;ARHGEF10,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Myelination In Peripheral Nervous System (GO:0022011),2/11,0.01293167834294628,0.12850855353302865,16.15165213647616,70.2285995857813,ARHGEF10;CNTNAP1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Myeloid Cell Activation Involved In Immune Response (GO:0002275),1/16,0.2290583309623265,0.49216587328391775,5.913080612311937,8.714571592611058,DYSF,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Myeloid Cell Differentiation (GO:0030099),1/56,0.598161538661132,0.7218799593709296,1.6469973028017835,0.8463827400856249,FLVCR1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Myoblast Migration (GO:0051451),3/7,0.00013805257782048677,0.003443193705640376,47.94912160620579,426.16584458772553,MSTN;THBS4;MEGF10,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Myofibril Assembly (GO:0030239),23/45,6.236237536809266e-30,7.932494146821386e-27,70.06656723837932,4711.778761147987,MYOZ1;TPM1;MYL2;ACTN2;CASQ1;CSRP3;MYH7;CAPN3;KLHL41;MYPN;CSRP2;LMOD2;TNNT1;ANKRD1;FLNC;TNNT2;MYOM2;TTN;MYLK3;MYH6;LMOD3;TCAP;MYOZ2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Myotube Cell Development (GO:0014904),4/13,4.2016929173329924e-05,0.0013035496075237967,29.312750949538795,295.39742870114117,LMOD3;RYR1;SELENON;KLHL40,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Myotube Differentiation (GO:0014902),1/20,0.27763246143654813,0.5224090102770551,4.6988876703744324,6.021423066804366,KLHL40,Module11,GO_Biological_Process_2023_Human
gs_ind_0,N-acetylglucosamine Metabolic Process (GO:0006044),1/10,0.15003224134200635,0.45546780665162784,9.651516775645836,18.308011063436417,NAGK,Module11,GO_Biological_Process_2023_Human
gs_ind_0,N-acetylneuraminate Catabolic Process (GO:0019262),1/5,0.07805066037014591,0.39528131285768897,20.382213170400544,51.98273881250738,NAGK,Module11,GO_Biological_Process_2023_Human
gs_ind_0,N-acetylneuraminate Metabolic Process (GO:0006054),2/8,0.006796503210927413,0.08266306984378838,23.610980022022968,117.85059507326059,GNE;NAGK,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of ATP-dependent Activity (GO:0032780),3/16,0.0019837399637636036,0.03194072447983929,15.973458057646969,99.39917708744893,TNNI3;TNNT2;PLN,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Amide Metabolic Process (GO:0034249),3/89,0.1733762315324787,0.4706455607403526,2.4808370227059617,4.347149124373476,TIA1;TRIM2;BIN1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Amyloid Fibril Formation (GO:1905907),1/11,0.16374229764191228,0.4577586870340932,8.731742798952576,15.79975192380056,CRYAB,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),1/18,0.25373889766261887,0.5066811268867366,5.236601687518185,7.181734779855159,BIN1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Amyloid-Beta Formation (GO:1902430),1/16,0.2290583309623265,0.49216587328391775,5.913080612311937,8.714571592611058,BIN1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Angiogenesis (GO:0016525),1/81,0.7328138890075928,0.812675908297871,1.1336099480082478,0.3523979701994519,THBS4,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Apoptotic Process (GO:0043066),7/429,0.5406632131245744,0.6862075257623661,1.0816543341033464,0.6651727653859157,FHL2;CAPN3;PSEN2;HSPB1;DNAJB6;BAG3;CRYAB,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Autophagosome Assembly (GO:1902902),1/10,0.15003224134200635,0.45546780665162784,9.651516775645836,18.308011063436417,MTM1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Binding (GO:0051100),4/80,0.040255566163977005,0.2987561020920459,3.6238932686476653,11.641782474267103,XIRP1;PLN;SUMO4;DNAJB2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),1/72,0.6905052392874312,0.7842166646192968,1.2770711976414624,0.47293997125626114,THBS4,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Calcineurin-Mediated Signaling (GO:0106057),3/10,0.0004566268134753668,0.010014298392080458,28.7637234770705,221.24032401614656,MYOZ1;FHL2;MYOZ2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Calcium Ion Import (GO:0090281),1/4,0.06294177105238268,0.39528131285768897,26.207448356124527,72.477884289703,PLN,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170),3/18,0.002822659140025743,0.04174909797805518,13.910512022256077,81.6557611125544,FKBP1B;PLN;BIN1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020),2/28,0.07437854126468656,0.39528131285768897,5.783655515684686,15.029336677538877,FKBP1B;PLN,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Calcium Ion Transport (GO:0051926),3/13,0.0010499924238910568,0.020138486408690426,20.541409993155373,140.8929627659477,MRLN;CAV3;PLN,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Carbohydrate Metabolic Process (GO:0045912),1/29,0.37606629161669675,0.5898351700819214,3.213098938793011,3.142378128754419,MST1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cardiac Muscle Hypertrophy (GO:0010614),1/12,0.17723209402093465,0.4706455607403526,7.971929513858142,13.793790891949966,CAV3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Catalytic Activity (GO:0043086),1/26,0.3448371705238676,0.5689142424206999,3.591829399784354,3.8241594956115796,PLN,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cation Channel Activity (GO:2001258),2/26,0.06528937483812071,0.39528131285768897,6.256625349526313,17.073867394529582,KCNE3;FKBP1B,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cation Transmembrane Transport (GO:1904063),2/14,0.02072783884522574,0.1818331793870837,12.27280163599182,47.57278619958986,CAV3;BIN1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807),1/30,0.3861429520855973,0.593205114798164,3.103973212744658,2.953578372441838,FHL1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cell Cycle G2/M Phase Transition (GO:1902750),1/6,0.0929169121759236,0.4157947909105914,16.675245324939826,39.621210028036295,FHL1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cell Development (GO:0010721),1/19,0.26578247380740616,0.5122353131560918,4.953211867672152,6.563387480572783,CAV3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cell Differentiation (GO:0045596),1/192,0.956717904212446,0.9774660033399448,0.47298899778254005,0.020928203196587582,MSTN,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cell Growth (GO:0030308),3/117,0.2921021672597143,0.5338418918884433,1.870654483828448,2.302124027168121,FHL1;MYL2;DNAJB2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cell Migration (GO:0030336),3/153,0.4490776317170511,0.6349942415525328,1.4197507282364739,1.1365949431139897,BRMS1L;VCL;TPM1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cell Motility (GO:2000146),3/124,0.3229750088333988,0.559260802695685,1.762052036065269,1.9914365529818119,BRMS1L;VCL;TPM1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cell Population Proliferation (GO:0008285),5/356,0.6834592724663044,0.7825024253619616,0.9501397441900874,0.36161198575386616,DNAJB2;NOX4;MSTN;MFN2;TRIM32,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cell Projection Organization (GO:0031345),1/49,0.5495719885733565,0.6921342271933758,1.8855901064522225,1.1287434762601245,TRPV4,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cell Size (GO:0045792),1/5,0.07805066037014591,0.39528131285768897,20.382213170400544,51.98273881250738,CAV3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),4/128,0.15230032476950456,0.4577586870340932,2.2195752080486897,4.177020552014444,ANKRD1;MST1;TIA1;TRIM2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cellular Catabolic Process (GO:0031330),1/64,0.6473308691233018,0.757502176195805,1.4387318184005002,0.6257011954496583,MTMR2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cellular Component Organization (GO:0051129),6/72,0.0010607536080049203,0.020138486408690426,6.075797602113392,41.611774808485414,MTMR2;DNAJB6;DNAJB2;LRSAM1;DNM2;CRYAB,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cellular Metabolic Process (GO:0031324),1/43,0.503294471391239,0.6661712462119208,2.152653648017252,1.477968618711433,ACTN3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cellular Process (GO:0048523),5/493,0.9029056389157477,0.940619142261123,0.6772856443543106,0.06917607851568172,FHL1;DNAJB2;NOX4;MYL2;CRYAB,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163),1/44,0.5113237498797236,0.6699955759173988,2.103026897956317,1.4106101876198414,ACTN3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),1/46,0.5269965557502128,0.677110726176031,2.0103175846556702,1.2877315771704672,DNAJB6,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154),1/46,0.5269965557502128,0.677110726176031,2.0103175846556702,1.2877315771704672,DNAJB6,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Cytoskeleton Organization (GO:0051494),1/25,0.334085332228262,0.5658542511242999,3.738684068332017,4.0989393018242835,CAV3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of DNA Binding (GO:0043392),1/27,0.35541610429814574,0.575909916773556,3.4560581024478347,3.5751747776983,SUMO4,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of DNA Biosynthetic Process (GO:2000279),1/28,0.36582490292901465,0.5831193941424895,3.3301610812812443,3.3488115396932874,ANKRD1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of DNA Metabolic Process (GO:0051053),1/38,0.46113401699589546,0.638956938582548,2.440488798370672,1.8891007906293245,ANKRD1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of DNA-templated Transcription (GO:0045892),10/914,0.9288649809646558,0.9559193007985778,0.6926642334486833,0.051113002067376984,MYOZ1;FHL2;CAPN3;SUMO4;MYH2;BIN1;CIART;BRMS1L;MYOZ2;CRYAB,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Delayed Rectifier Potassium Channel Activity (GO:1902260),1/8,0.12193696513840709,0.4284635902100934,12.226883910386965,25.72843326957518,KCNE3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Developmental Growth (GO:0048640),2/27,0.06978489239263387,0.39528131285768897,6.01086651429488,16.002956735085785,MSTN;MYOZ1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Developmental Process (GO:0051093),1/100,0.8041532548106759,0.8624601392575167,0.9159749869510485,0.19965086589961425,BRMS1L,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Endocytosis (GO:0045806),3/32,0.014541829351919139,0.14120005294382554,7.302091671597118,30.89314908696837,DYSF;MTMR2;LRSAM1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Endopeptidase Activity (GO:0010951),1/49,0.5495719885733565,0.6921342271933758,1.8855901064522225,1.1287434762601245,BIN1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059),1/23,0.3120516393824864,0.545233084195773,4.071554650373388,4.74167796267216,RAB7A,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Excitatory Postsynaptic Potential (GO:0090394),1/5,0.07805066037014591,0.39528131285768897,20.382213170400544,51.98273881250738,MTMR2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Exocytosis (GO:0045920),1/10,0.15003224134200635,0.45546780665162784,9.651516775645836,18.308011063436417,RAB7A,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Fibroblast Proliferation (GO:0048147),1/17,0.2414985835424031,0.4986788932888584,5.554341788557674,7.892117986112869,TRIM32,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),1/29,0.37606629161669675,0.5898351700819214,3.213098938793011,3.142378128754419,FHL1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972),1/25,0.334085332228262,0.5658542511242999,3.738684068332017,4.0989393018242835,FHL1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Gene Expression (GO:0010629),2/317,0.9654265163934512,0.9808486652176278,0.47642428190394703,0.016763126231307747,TIA1;TRIM2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Gluconeogenesis (GO:0045721),1/14,0.20356494840919853,0.48039817138497315,6.7899977370445805,10.808115840090045,MST1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Growth (GO:0045926),3/112,0.2701785847209859,0.5167927214512693,1.9567288308814568,2.560716455118317,FHL1;MYL2;DNAJB2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Heart Contraction (GO:0045822),2/11,0.01293167834294628,0.12850855353302865,16.15165213647616,70.2285995857813,FKBP1B;PLN,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Heart Rate (GO:0010459),2/6,0.0037194013412575853,0.05087181189332956,34.10929334242218,190.81395481849873,FKBP1B;PLN,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Inclusion Body Assembly (GO:0090084),2/9,0.008645936972956687,0.096470454645622,20.461486025903202,97.20568152231179,DNAJB2;DNAJB6,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Intracellular Signal Transduction (GO:1902532),3/208,0.6550569437956495,0.7644334243193268,1.0359218013859122,0.43822922139137427,DUSP8;MSTN;CAV3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Intracellular Transport (GO:0032387),3/6,7.98386614738974e-05,0.0021607399445701596,61.652977412731005,581.7268342988153,CRYAB;MRLN;PLN,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243),2/58,0.2400602547408003,0.4986788932888584,2.707258808838699,3.8628937221111777,TRIM32;HSPB1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230),1/24,0.32315777514255384,0.559260802695685,3.8980370065433116,4.40327954155897,TRIM32,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413),2/23,0.05243636396236421,0.3624948639137352,7.131069577210254,21.023498141253015,CAV3;PLN,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Kinase Activity (GO:0033673),2/56,0.22812633522501838,0.49216587328391775,2.8069829834337066,4.148315806421564,CAV3;HSPB1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Lipid Storage (GO:0010888),1/17,0.2414985835424031,0.4986788932888584,5.554341788557674,7.892117986112869,PNPLA2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of MAP Kinase Activity (GO:0043407),1/46,0.5269965557502128,0.677110726176031,2.0103175846556702,1.2877315771704672,CAV3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of MAPK Cascade (GO:0043409),2/93,0.4437341304319841,0.6334790279567719,1.6677841474180608,1.3551241550324002,DUSP8;CAV3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Macroautophagy (GO:0016242),1/22,0.30076401871204633,0.5388335659179195,4.261213470373703,5.119546770999496,MTM1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558),3/92,0.18543186845620838,0.4760757504779168,2.3971986739013227,4.039442176575329,ANKRD1;TIA1;TRIM2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Macromolecule Metabolic Process (GO:0010605),1/176,0.943685987951566,0.9672591270543046,0.5166675370341358,0.029946984610013033,MTMR2,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Metabolic Process (GO:0009892),1/51,0.5640228081144858,0.6978959259937995,1.8106712911617027,1.0369000869638685,ACTN3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),1/36,0.4432884927178656,0.6334790279567719,2.578325349244141,2.0975566129935403,FHL1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Monoatomic Ion Transport (GO:0043271),2/15,0.02366579987645637,0.19850682975776515,11.362947814890555,42.53974403852314,CAV3;PLN,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Monooxygenase Activity (GO:0032769),1/7,0.10754440739747216,0.4157947909105914,14.108882970390098,31.460712791659123,CAV3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Multicellular Organismal Process (GO:0051241),3/213,0.6707928242242187,0.7749759059157186,1.01097416437835,0.40367687480803555,TNNT1;ACTN3;BRMS1L,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Muscle Cell Apoptotic Process (GO:0010656),1/7,0.10754440739747216,0.4157947909105914,14.108882970390098,31.460712791659123,BAG3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Muscle Hypertrophy (GO:0014741),1/7,0.10754440739747216,0.4157947909105914,14.108882970390098,31.460712791659123,CAV3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Myoblast Differentiation (GO:0045662),1/11,0.16374229764191228,0.4577586870340932,8.731742798952576,15.79975192380056,MSTN,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Neuron Projection Development (GO:0010977),1/49,0.5495719885733565,0.6921342271933758,1.8855901064522225,1.1287434762601245,TRPV4,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),4/432,0.9209888509283866,0.9514332423685252,0.6317289995067906,0.0519959387292815,CIART;CAPN3;SUMO4;CRYAB,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Organelle Assembly (GO:1902116),2/35,0.1089342376247715,0.41862341467888015,4.572993926075146,10.138377395152755,MTM1;CAV3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Oxidative Stress-Induced Cell Death (GO:1903202),1/23,0.3120516393824864,0.545233084195773,4.071554650373388,4.74167796267216,HSPB1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),1/16,0.2290583309623265,0.49216587328391775,5.913080612311937,8.714571592611058,HSPB1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Peptidyl-Serine Phosphorylation (GO:0033137),1/18,0.25373889766261887,0.5066811268867366,5.236601687518185,7.181734779855159,DMD,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Phagocytosis (GO:0050765),1/14,0.20356494840919853,0.48039817138497315,6.7899977370445805,10.808115840090045,DYSF,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Phosphatase Activity (GO:0010923),1/15,0.21641488759010882,0.48895157551442,6.321300653135754,9.675116891555307,FKBP1B,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Phosphoprotein Phosphatase Activity (GO:0032515),1/19,0.26578247380740616,0.5122353131560918,4.953211867672152,6.563387480572783,FKBP1B,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Potassium Ion Transmembrane Transport (GO:1901380),3/11,0.0006204022772903166,0.012936913060873486,25.378064983693683,187.42062516189637,KCNE3;CAV3;BIN1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901017),2/9,0.008645936972956687,0.096470454645622,20.461486025903202,97.20568152231179,KCNE3;CAV3,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Potassium Ion Transport (GO:0043267),2/11,0.01293167834294628,0.12850855353302865,16.15165213647616,70.2285995857813,CAV3;BIN1,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Programmed Cell Death (GO:0043069),6/349,0.49456008856919964,0.6615653448231579,1.154451394626067,0.8128337821414868,FHL2;CAPN3;PSEN2;HSPB1;BAG3;CRYAB,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799),1/37,0.4522836343133606,0.6349942415525328,2.507518901877633,1.98958030703538,KLHL40,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435),1/31,0.3960575232750753,0.5990311172483898,3.0020032720109513,2.780442874601839,KLHL40,Module11,GO_Biological_Process_2023_Human
gs_ind_0,Negative Regulation Of Protein Binding (GO:0032091),2/66,0.28795045176641465,0.5302296438900493,2.370206559819914,2.950828609145667,XIRP1;DNAJB2,Module11,GO_Biological_Process_2023_Human
